"G","Date","Tm","X","Opp","Result","GS","MP","FG","FGA","FG%","3P","3PA","3P%","FT","FTA","FT%","ORB","DRB","TRB","AST","STL","BLK","TOV","PF","PTS","GmSc","Player","RSorPO"
34,"2006-01-12","LAL","","CLE","W",1,"37:10",9,21,0.43,1,5,0.2,8,8,1,0,2,2,2,2,0,5,4,27,13.3,"Kobe Bryant","Regular Season"
35,"2006-01-14","LAL","@","GSW","W",1,"41:10",13,28,0.46,1,5,0.2,11,11,1,0,7,7,7,0,0,3,2,38,26.8,"Kobe Bryant","Regular Season"
36,"2006-01-16","LAL","","MIA","W",1,"40:54",13,24,0.54,2,5,0.4,9,9,1,0,3,3,4,1,0,1,3,37,27.9,"Kobe Bryant","Regular Season"
37,"2006-01-19","LAL","@","SAC","L",1,"44:07",17,35,0.49,4,12,0.33,13,13,1,0,9,9,4,1,0,4,2,51,35,"Kobe Bryant","Regular Season"
38,"2006-01-20","LAL","@","PHO","L",1,"40:21",12,33,0.36,4,12,0.33,9,9,1,0,2,2,2,3,0,4,4,37,18.1,"Kobe Bryant","Regular Season"
39,"2006-01-22","LAL","","TOR","W",1,"41:56",28,46,0.61,7,13,0.54,18,20,0.9,2,4,6,2,3,1,3,1,81,63.5,"Kobe Bryant","Regular Season"
40,"2006-01-27","LAL","","GSW","W",1,"49:11",7,22,0.32,2,4,0.5,14,16,0.88,0,5,5,8,0,0,6,3,30,16.5,"Kobe Bryant","Regular Season"
41,"2006-01-29","LAL","@","DET","L",1,"42:25",12,28,0.43,3,11,0.27,12,14,0.86,0,6,6,3,1,0,3,3,39,24.1,"Kobe Bryant","Regular Season"
42,"2006-01-31","LAL","@","NYK","W",1,"33:53",7,17,0.41,3,8,0.38,23,26,0.88,1,2,3,3,4,0,3,4,40,32.5,"Kobe Bryant","Regular Season"
43,"2006-02-01","LAL","@","IND","L",1,"35:26",8,24,0.33,2,8,0.25,8,9,0.89,0,5,5,2,4,1,1,3,26,17.4,"Kobe Bryant","Regular Season"
44,"2006-02-03","LAL","@","CHA","L",1,"41:03",12,18,0.67,2,7,0.29,9,9,1,0,9,9,5,4,0,7,2,35,29.6,"Kobe Bryant","Regular Season"
45,"2006-02-04","LAL","@","NOK","L",1,"37:42",13,26,0.5,5,11,0.45,4,5,0.8,0,6,6,5,0,0,7,5,35,17.9,"Kobe Bryant","Regular Season"
46,"2006-02-07","LAL","@","DAL","L",1,"42:22",5,22,0.23,3,11,0.27,11,13,0.85,0,4,4,4,3,0,4,4,24,11.2,"Kobe Bryant","Regular Season"
47,"2006-02-08","LAL","@","HOU","W",1,"45:15",13,29,0.45,2,8,0.25,4,5,0.8,0,3,3,9,6,1,0,1,32,30,"Kobe Bryant","Regular Season"
48,"2006-02-11","LAL","","MEM","L",1,"45:33",10,28,0.36,1,8,0.12,5,7,0.71,0,4,4,4,2,2,4,3,26,11.8,"Kobe Bryant","Regular Season"
49,"2006-02-13","LAL","","UTA","W",1,"36:02",6,20,0.3,3,8,0.38,8,8,1,0,4,4,3,7,0,0,2,23,20.9,"Kobe Bryant","Regular Season"
50,"2006-02-15","LAL","","ATL","L",1,"46:44",14,28,0.5,5,14,0.36,6,12,0.5,2,1,3,9,2,0,4,3,39,27.4,"Kobe Bryant","Regular Season"
51,"2006-02-21","LAL","","POR","W",1,"42:23",11,19,0.58,5,8,0.62,0,1,0,0,6,6,4,5,1,2,2,27,25.2,"Kobe Bryant","Regular Season"
52,"2006-02-23","LAL","","SAC","W",1,"36:26",14,27,0.52,4,7,0.57,4,4,1,0,6,6,10,2,0,1,4,36,30.9,"Kobe Bryant","Regular Season"
53,"2006-02-24","LAL","@","LAC","L",1,"43:36",12,29,0.41,5,11,0.45,10,12,0.83,0,4,4,8,2,0,5,3,39,25.3,"Kobe Bryant","Regular Season"
54,"2006-02-26","LAL","","BOS","L",1,"40:02",11,23,0.48,3,8,0.38,15,17,0.88,1,7,8,6,1,0,3,5,40,30.5,"Kobe Bryant","Regular Season"
55,"2006-02-28","LAL","","ORL","W",1,"43:53",11,20,0.55,4,9,0.44,2,2,1,1,3,4,8,3,0,2,2,28,25.8,"Kobe Bryant","Regular Season"
56,"2006-03-01","LAL","@","POR","L",1,"41:25",10,27,0.37,0,6,0,15,15,1,0,6,6,5,2,0,4,3,35,22.2,"Kobe Bryant","Regular Season"
57,"2006-03-03","LAL","@","GSW","W",1,"41:54",11,29,0.38,4,8,0.5,16,18,0.89,0,4,4,5,3,0,6,3,42,25.8,"Kobe Bryant","Regular Season"
58,"2006-03-04","LAL","","DET","W",1,"36:10",13,26,0.5,1,3,0.33,13,13,1,0,5,5,4,0,0,2,3,40,28.1,"Kobe Bryant","Regular Season"
59,"2006-03-06","LAL","","SAS","L",1,"40:56",17,32,0.53,3,8,0.38,6,6,1,0,6,6,3,0,0,2,2,43,28.5,"Kobe Bryant","Regular Season"
60,"2006-03-08","LAL","@","NOK","W",1,"43:56",12,33,0.36,2,6,0.33,14,16,0.88,4,2,6,1,3,1,2,2,40,25.9,"Kobe Bryant","Regular Season"
61,"2006-03-10","LAL","@","SAS","W",1,"43:13",11,29,0.38,1,5,0.2,6,7,0.86,0,4,4,4,2,0,2,1,29,16.3,"Kobe Bryant","Regular Season"
62,"2006-03-12","LAL","","SEA","L",1,"43:44",8,29,0.28,2,13,0.15,4,5,0.8,1,4,5,7,2,0,5,2,22,7.5,"Kobe Bryant","Regular Season"
63,"2006-03-14","LAL","@","SAC","L",1,"44:48",12,28,0.43,4,8,0.5,2,3,0.67,2,5,7,7,1,1,3,3,30,20.1,"Kobe Bryant","Regular Season"
64,"2006-03-15","LAL","","MIN","W",1,"42:28",12,25,0.48,0,3,0,1,1,1,0,1,1,3,1,1,2,1,25,14,"Kobe Bryant","Regular Season"
65,"2006-03-17","LAL","@","NJN","L",1,"44:52",9,24,0.38,2,8,0.25,4,4,1,0,2,2,11,1,1,7,5,24,11.8,"Kobe Bryant","Regular Season"
66,"2006-03-19","LAL","@","CLE","L",1,"45:00",15,33,0.45,1,4,0.25,7,7,1,0,6,6,5,3,1,3,4,38,25.3,"Kobe Bryant","Regular Season"
67,"2006-03-20","LAL","@","BOS","W",1,"40:37",18,39,0.46,0,5,0,7,10,0.7,2,3,5,4,5,0,2,3,43,28.6,"Kobe Bryant","Regular Season"
68,"2006-03-22","LAL","","SAC","W",1,"40:40",11,20,0.55,2,3,0.67,4,6,0.67,0,5,5,4,3,0,4,2,28,20.1,"Kobe Bryant","Regular Season"
69,"2006-03-24","LAL","","MIL","W",1,"43:37",12,26,0.46,5,10,0.5,14,14,1,0,5,5,2,0,0,4,2,43,27.7,"Kobe Bryant","Regular Season"
70,"2006-03-26","LAL","","NOK","W",1,"40:44",10,19,0.53,1,3,0.33,9,11,0.82,0,5,5,2,3,0,4,3,30,20.6,"Kobe Bryant","Regular Season"
71,"2006-03-30","LAL","","SAS","L",1,"37:04",9,26,0.35,0,6,0,5,5,1,1,6,7,2,1,1,6,3,23,6.8,"Kobe Bryant","Regular Season"
72,"2006-03-31","LAL","@","SEA","W",1,"46:03",17,38,0.45,1,4,0.25,8,8,1,1,4,5,4,1,1,6,3,43,22.4,"Kobe Bryant","Regular Season"
73,"2006-04-02","LAL","","HOU","W",1,"35:57",19,32,0.59,3,5,0.6,2,2,1,1,2,3,6,1,0,2,3,43,31.5,"Kobe Bryant","Regular Season"
74,"2006-04-06","LAL","@","DEN","L",1,"45:45",13,32,0.41,3,7,0.43,13,14,0.93,3,5,8,1,0,0,3,5,42,23.7,"Kobe Bryant","Regular Season"
75,"2006-04-07","LAL","@","PHO","L",1,"42:16",19,33,0.58,5,11,0.45,8,10,0.8,0,5,5,3,1,0,2,3,51,36.1,"Kobe Bryant","Regular Season"
76,"2006-04-09","LAL","","LAC","W",1,"47:21",14,27,0.52,3,7,0.43,7,9,0.78,0,5,5,5,3,0,4,4,38,26.3,"Kobe Bryant","Regular Season"
77,"2006-04-11","LAL","","GSW","W",1,"34:15",10,22,0.45,2,8,0.25,9,14,0.64,1,3,4,5,2,0,1,4,31,22.1,"Kobe Bryant","Regular Season"
78,"2006-04-14","LAL","","POR","W",1,"43:50",17,28,0.61,5,10,0.5,11,14,0.79,1,5,6,1,5,0,3,4,50,39.3,"Kobe Bryant","Regular Season"
79,"2006-04-16","LAL","","PHO","W",1,"38:36",11,28,0.39,1,5,0.2,20,23,0.87,2,6,8,5,3,0,1,2,43,34.5,"Kobe Bryant","Regular Season"
80,"2006-04-19","LAL","","NOK","W",1,"29:05",13,26,0.5,4,10,0.4,5,5,1,1,4,5,3,3,0,1,2,35,27.2,"Kobe Bryant","Regular Season"
1,"2006-11-03","LAL","","SEA","W",1,"41:05",8,15,0.53,0,0,NA,7,10,0.7,0,4,4,6,1,0,6,3,23,13.7,"Kobe Bryant","Regular Season"
2,"2006-11-05","LAL","@","SEA","L",1,"39:03",4,10,0.4,0,4,0,7,8,0.88,0,4,4,9,1,0,3,5,15,12.7,"Kobe Bryant","Regular Season"
3,"2006-11-07","LAL","","MIN","W",1,"35:24",5,7,0.71,0,0,NA,7,7,1,1,3,4,6,2,0,5,3,17,15.7,"Kobe Bryant","Regular Season"
4,"2006-11-08","LAL","@","POR","L",1,"36:07",12,19,0.63,1,5,0.2,7,9,0.78,1,2,3,1,1,0,6,4,32,18.1,"Kobe Bryant","Regular Season"
5,"2006-11-10","LAL","","DET","L",1,"35:47",5,11,0.45,1,4,0.25,8,9,0.89,0,3,3,2,4,0,3,2,19,15.4,"Kobe Bryant","Regular Season"
6,"2006-11-12","LAL","","MEM","W",1,"38:09",7,17,0.41,1,3,0.33,6,7,0.86,1,5,6,6,0,0,5,2,21,12.1,"Kobe Bryant","Regular Season"
7,"2006-11-17","LAL","","TOR","W",1,"40:16",10,19,0.53,0,2,0,11,12,0.92,1,10,11,7,0,0,6,2,31,23.1,"Kobe Bryant","Regular Season"
8,"2006-11-19","LAL","","CHI","W",1,"40:12",5,14,0.36,1,1,1,7,8,0.88,0,4,4,4,2,0,4,3,18,10.6,"Kobe Bryant","Regular Season"
9,"2006-11-21","LAL","","LAC","W",1,"38:20",12,23,0.52,1,1,1,15,18,0.83,2,3,5,5,3,0,1,4,40,33.7,"Kobe Bryant","Regular Season"
10,"2006-11-24","LAL","@","UTA","L",1,"40:54",9,18,0.5,2,6,0.33,7,10,0.7,0,5,5,2,1,1,0,1,27,21,"Kobe Bryant","Regular Season"
11,"2006-11-26","LAL","","NJN","W",1,"42:43",8,24,0.33,1,4,0.25,2,4,0.5,2,4,6,10,0,0,2,3,19,11,"Kobe Bryant","Regular Season"
12,"2006-11-28","LAL","","MIL","L",1,"41:04",7,23,0.3,6,14,0.43,7,7,1,1,1,2,4,1,1,1,5,27,16.2,"Kobe Bryant","Regular Season"
13,"2006-11-30","LAL","","UTA","W",1,"34:21",19,26,0.73,2,3,0.67,12,15,0.8,0,4,4,3,0,1,1,5,52,41.2,"Kobe Bryant","Regular Season"
14,"2006-12-02","LAL","@","LAC","W",1,"39:52",11,23,0.48,0,4,0,7,8,0.88,1,4,5,3,1,0,7,3,29,13.7,"Kobe Bryant","Regular Season"
15,"2006-12-04","LAL","","IND","W",1,"21:38",7,16,0.44,3,8,0.38,4,4,1,2,1,3,2,3,1,2,1,21,17,"Kobe Bryant","Regular Season"
16,"2006-12-06","LAL","","NOK","L",1,"37:03",10,17,0.59,2,6,0.33,2,2,1,0,2,2,4,2,0,1,3,24,19.3,"Kobe Bryant","Regular Season"
17,"2006-12-10","LAL","","SAS","W",1,"39:25",13,25,0.52,4,5,0.8,4,4,1,2,6,8,1,3,0,4,2,34,23.8,"Kobe Bryant","Regular Season"
18,"2006-12-12","LAL","@","HOU","W",1,"42:54",8,26,0.31,2,8,0.25,5,6,0.83,0,8,8,7,1,0,4,3,23,10.7,"Kobe Bryant","Regular Season"
19,"2006-12-13","LAL","@","DAL","L",1,"43:33",9,18,0.5,1,6,0.17,14,17,0.82,2,5,7,4,2,1,4,3,33,26,"Kobe Bryant","Regular Season"
20,"2006-12-15","LAL","","HOU","W",1,"54:01",17,38,0.45,5,8,0.62,14,16,0.88,0,10,10,8,2,1,5,1,53,38.3,"Kobe Bryant","Regular Season"
21,"2006-12-17","LAL","","WAS","L",1,"46:47",15,24,0.62,7,11,0.64,8,10,0.8,2,6,8,10,1,1,4,5,45,39.3,"Kobe Bryant","Regular Season"
22,"2006-12-19","LAL","@","CHI","L",1,"38:00",6,19,0.32,0,5,0,7,8,0.88,0,3,3,4,0,1,4,6,19,5.7,"Kobe Bryant","Regular Season"
23,"2006-12-20","LAL","@","MIN","W",1,"30:18",10,17,0.59,0,1,0,4,6,0.67,0,3,3,6,2,1,2,2,24,20.3,"Kobe Bryant","Regular Season"
24,"2006-12-22","LAL","@","NJN","W",1,"39:57",4,13,0.31,2,5,0.4,11,12,0.92,0,6,6,11,0,0,3,4,21,18,"Kobe Bryant","Regular Season"
25,"2006-12-25","LAL","@","MIA","L",1,"37:55",4,17,0.24,0,4,0,8,9,0.89,0,2,2,4,1,0,3,4,16,5.1,"Kobe Bryant","Regular Season"
26,"2006-12-27","LAL","@","ORL","W",1,"36:23",8,22,0.36,0,3,0,11,12,0.92,0,3,3,7,2,1,3,4,27,18.3,"Kobe Bryant","Regular Season"
27,"2006-12-29","LAL","@","CHA","L",1,"54:28",22,45,0.49,4,11,0.36,10,12,0.83,0,5,5,4,0,0,4,6,58,32.4,"Kobe Bryant","Regular Season"
28,"2006-12-31","LAL","","PHI","W",1,"38:29",15,22,0.68,3,6,0.5,2,2,1,1,7,8,6,1,0,2,1,35,31.2,"Kobe Bryant","Regular Season"
29,"2007-01-04","LAL","@","SAC","W",1,"48:07",11,21,0.52,3,5,0.6,17,20,0.85,3,7,10,9,0,0,4,5,42,35,"Kobe Bryant","Regular Season"
30,"2007-01-05","LAL","","DEN","W",1,"27:36",2,9,0.22,1,4,0.25,3,4,0.75,1,4,5,10,0,0,3,3,8,6.8,"Kobe Bryant","Regular Season"
31,"2007-01-07","LAL","","DAL","W",1,"40:57",9,20,0.45,0,2,0,8,9,0.89,0,8,8,6,1,1,3,3,26,19.3,"Kobe Bryant","Regular Season"
32,"2007-01-09","LAL","@","MEM","L",1,"29:45",7,15,0.47,2,6,0.33,9,9,1,0,3,3,6,3,2,3,2,25,23,"Kobe Bryant","Regular Season"
33,"2007-01-10","LAL","@","HOU","L",1,"34:03",6,18,0.33,0,3,0,8,9,0.89,1,5,6,1,1,0,2,2,20,10.5,"Kobe Bryant","Regular Season"
34,"2007-01-12","LAL","","ORL","W",1,"39:39",9,15,0.6,0,2,0,10,11,0.91,2,6,8,7,1,0,2,3,28,26.6,"Kobe Bryant","Regular Season"
35,"2007-01-15","LAL","","MIA","W",1,"43:47",11,24,0.46,0,2,0,3,3,1,1,3,4,8,0,1,1,2,25,18.7,"Kobe Bryant","Regular Season"
36,"2007-01-17","LAL","@","SAS","W",1,"36:12",12,19,0.63,0,2,0,10,11,0.91,0,6,6,8,1,0,7,2,34,25.7,"Kobe Bryant","Regular Season"
37,"2007-01-18","LAL","@","DAL","L",1,"33:30",8,18,0.44,0,3,0,10,11,0.91,1,2,3,5,0,0,6,3,26,13.8,"Kobe Bryant","Regular Season"
38,"2007-01-20","LAL","@","NOK","L",1,"38:50",7,22,0.32,3,7,0.43,6,8,0.75,2,4,6,7,2,1,1,2,23,18,"Kobe Bryant","Regular Season"
39,"2007-01-22","LAL","","GSW","W",1,"38:52",11,22,0.5,4,7,0.57,16,19,0.84,1,7,8,1,2,1,5,1,42,30.6,"Kobe Bryant","Regular Season"
40,"2007-01-26","LAL","","CHA","L",1,"50:01",10,24,0.42,2,5,0.4,10,12,0.83,2,4,6,5,0,0,9,3,32,14.3,"Kobe Bryant","Regular Season"
41,"2007-01-28","LAL","","SAS","L",1,"46:50",13,25,0.52,1,2,0.5,4,5,0.8,0,6,6,7,1,1,3,2,31,22.9,"Kobe Bryant","Regular Season"
42,"2007-01-31","LAL","@","BOS","W",1,"41:46",13,25,0.52,7,9,0.78,10,13,0.77,1,7,8,8,0,2,2,2,43,36.5,"Kobe Bryant","Regular Season"
43,"2007-02-02","LAL","@","IND","L",1,"39:37",7,25,0.28,2,8,0.25,6,6,1,0,5,5,4,5,0,4,1,22,12.2,"Kobe Bryant","Regular Season"
44,"2007-02-03","LAL","@","WAS","W",1,"43:57",14,26,0.54,2,5,0.4,9,10,0.9,2,4,6,6,2,0,4,3,39,29.6,"Kobe Bryant","Regular Season"
45,"2007-02-05","LAL","@","ATL","W",1,"40:40",10,18,0.56,2,5,0.4,5,6,0.83,1,5,6,4,3,0,3,3,27,21.8,"Kobe Bryant","Regular Season"
46,"2007-02-08","LAL","@","DET","L",1,"37:54",5,13,0.38,2,5,0.4,6,6,1,1,4,5,5,2,0,8,1,18,9.9,"Kobe Bryant","Regular Season"
47,"2007-02-09","LAL","@","TOR","L",1,"42:49",10,23,0.43,1,4,0.25,4,4,1,1,8,9,5,3,1,3,1,25,19.8,"Kobe Bryant","Regular Season"
48,"2007-02-11","LAL","@","CLE","L",1,"43:53",12,24,0.5,1,5,0.2,11,11,1,0,7,7,6,1,0,4,5,36,25.3,"Kobe Bryant","Regular Season"
49,"2007-02-13","LAL","","NYK","L",1,"38:10",9,20,0.45,2,4,0.5,11,11,1,3,4,7,4,2,0,1,1,31,27.3,"Kobe Bryant","Regular Season"
50,"2007-02-15","LAL","","CLE","L",1,"40:37",9,22,0.41,2,7,0.29,14,15,0.93,1,5,6,5,2,0,6,3,34,22.3,"Kobe Bryant","Regular Season"
51,"2007-02-21","LAL","","POR","L",1,"39:43",8,22,0.36,0,3,0,9,11,0.82,3,5,8,6,2,1,1,3,25,20.3,"Kobe Bryant","Regular Season"
52,"2007-02-23","LAL","","BOS","W",1,"31:12",13,23,0.57,5,7,0.71,7,9,0.78,0,2,2,9,5,0,3,1,38,34.8,"Kobe Bryant","Regular Season"
53,"2007-02-25","LAL","@","GSW","W",1,"36:27",9,23,0.39,2,8,0.25,6,7,0.86,1,5,6,6,3,0,4,2,26,17.7,"Kobe Bryant","Regular Season"
54,"2007-02-26","LAL","@","UTA","W",1,"43:34",7,21,0.33,0,4,0,21,24,0.88,2,6,8,4,2,0,4,3,35,24.7,"Kobe Bryant","Regular Season"
55,"2007-03-02","LAL","","SAC","L",1,"40:40",10,22,0.45,1,5,0.2,9,9,1,0,4,4,10,0,0,1,3,30,24.6,"Kobe Bryant","Regular Season"
56,"2007-03-04","LAL","@","PHO","L",1,"44:51",11,28,0.39,1,5,0.2,8,10,0.8,1,3,4,6,1,1,3,1,31,19.1,"Kobe Bryant","Regular Season"
57,"2007-03-06","LAL","@","MIN","L",1,"53:27",13,30,0.43,3,10,0.3,11,13,0.85,3,10,13,8,2,3,4,3,40,33,"Kobe Bryant","Regular Season"
58,"2007-03-09","LAL","@","PHI","L",1,"44:25",12,27,0.44,3,7,0.43,3,3,1,0,4,4,4,1,0,3,4,30,16.3,"Kobe Bryant","Regular Season"
59,"2007-03-11","LAL","","DAL","L",1,"36:32",6,19,0.32,0,2,0,13,18,0.72,2,7,9,3,0,0,5,1,25,12.3,"Kobe Bryant","Regular Season"
60,"2007-03-15","LAL","@","DEN","L",1,"37:49",9,19,0.47,0,5,0,7,8,0.88,2,3,5,9,0,0,1,4,25,20.9,"Kobe Bryant","Regular Season"
61,"2007-03-16","LAL","","POR","W",1,"49:58",23,39,0.59,8,12,0.67,11,12,0.92,1,6,7,3,3,0,2,3,65,50.9,"Kobe Bryant","Regular Season"
62,"2007-03-18","LAL","","MIN","W",1,"44:33",17,35,0.49,4,9,0.44,12,14,0.86,1,5,6,3,3,0,3,1,50,35.4,"Kobe Bryant","Regular Season"
63,"2007-03-22","LAL","@","MEM","W",1,"45:11",20,37,0.54,3,7,0.43,17,18,0.94,2,3,5,4,0,0,2,4,60,43.2,"Kobe Bryant","Regular Season"
64,"2007-03-23","LAL","@","NOK","W",1,"46:52",16,29,0.55,2,5,0.4,16,16,1,1,6,7,1,0,1,1,2,50,38.2,"Kobe Bryant","Regular Season"
65,"2007-03-25","LAL","","GSW","W",1,"46:22",15,33,0.45,4,11,0.36,9,11,0.82,4,5,9,0,1,1,7,2,43,23.3,"Kobe Bryant","Regular Season"
66,"2007-03-27","LAL","","MEM","L",1,"44:13",7,26,0.27,3,7,0.43,6,9,0.67,3,2,5,5,3,0,1,0,23,14.6,"Kobe Bryant","Regular Season"
67,"2007-03-30","LAL","","HOU","L",1,"47:34",19,44,0.43,3,9,0.33,12,14,0.86,1,1,2,2,0,0,3,2,53,27.6,"Kobe Bryant","Regular Season"
68,"2007-04-01","LAL","","SAC","W",1,"37:59",6,14,0.43,1,2,0.5,6,6,1,0,2,2,13,3,1,4,1,19,20.6,"Kobe Bryant","Regular Season"
69,"2007-04-03","LAL","","DEN","L",1,"44:38",14,31,0.45,0,5,0,11,11,1,0,3,3,4,0,3,3,3,39,24.5,"Kobe Bryant","Regular Season"
70,"2007-04-04","LAL","@","LAC","L",1,"44:42",13,34,0.38,0,3,0,3,4,0.75,0,7,7,3,2,2,4,3,29,12.4,"Kobe Bryant","Regular Season"
71,"2007-04-06","LAL","@","SEA","W",1,"40:54",13,27,0.48,1,4,0.25,19,24,0.79,1,4,5,6,3,1,1,2,46,38.3,"Kobe Bryant","Regular Season"
72,"2007-04-08","LAL","","PHO","L",1,"43:40",14,25,0.56,1,5,0.2,5,5,1,0,3,3,7,1,1,5,2,34,23.8,"Kobe Bryant","Regular Season"
73,"2007-04-09","LAL","@","DEN","L",1,"46:14",9,30,0.3,1,5,0.2,4,5,0.8,0,5,5,10,1,0,4,1,23,10.3,"Kobe Bryant","Regular Season"
74,"2007-04-12","LAL","","LAC","L",1,"48:00",17,33,0.52,1,4,0.25,15,15,1,0,9,9,1,2,0,3,3,50,34.9,"Kobe Bryant","Regular Season"
75,"2007-04-13","LAL","@","PHO","L",1,"42:06",7,26,0.27,1,6,0.17,2,2,1,1,5,6,4,1,1,2,2,17,5.5,"Kobe Bryant","Regular Season"
76,"2007-04-15","LAL","","SEA","W",1,"42:05",18,25,0.72,3,6,0.5,11,13,0.85,2,6,8,3,2,0,1,2,50,44.4,"Kobe Bryant","Regular Season"
77,"2007-04-18","LAL","@","SAC","W",1,"34:23",12,19,0.63,0,2,0,10,12,0.83,1,6,7,6,1,0,1,4,34,29.8,"Kobe Bryant","Regular Season"
1,"2007-10-30","LAL","","HOU","L",1,"42:40",13,32,0.41,1,3,0.33,18,27,0.67,0,8,8,4,4,1,5,4,45,27.5,"Kobe Bryant","Regular Season"
2,"2007-11-02","LAL","@","PHO","W",1,"27:57",6,15,0.4,1,3,0.33,3,3,1,3,8,11,4,3,0,5,0,16,13.2,"Kobe Bryant","Regular Season"
3,"2007-11-04","LAL","","UTA","W",1,"42:41",13,19,0.68,1,2,0.5,6,8,0.75,0,6,6,3,3,2,5,4,33,25.8,"Kobe Bryant","Regular Season"
4,"2007-11-06","LAL","","NOH","L",1,"37:22",11,20,0.55,2,6,0.33,4,4,1,1,5,6,7,0,3,4,5,28,21.6,"Kobe Bryant","Regular Season"
5,"2007-11-09","LAL","","MIN","W",1,"39:41",9,19,0.47,3,8,0.38,9,10,0.9,1,6,7,7,4,0,5,1,30,25.9,"Kobe Bryant","Regular Season"
6,"2007-11-13","LAL","@","SAS","L",1,"38:25",9,19,0.47,0,5,0,0,0,NA,0,9,9,5,2,3,3,1,18,15.2,"Kobe Bryant","Regular Season"
7,"2007-11-14","LAL","@","HOU","W",1,"38:27",11,23,0.48,2,5,0.4,6,6,1,1,7,8,5,1,1,4,2,30,21.5,"Kobe Bryant","Regular Season"
8,"2007-11-16","LAL","","DET","W",1,"36:53",6,18,0.33,2,4,0.5,5,5,1,0,4,4,7,1,0,2,2,19,13.1,"Kobe Bryant","Regular Season"
9,"2007-11-18","LAL","","CHI","W",1,"32:21",6,16,0.38,0,2,0,6,7,0.86,0,5,5,3,3,0,4,1,18,11,"Kobe Bryant","Regular Season"
10,"2007-11-20","LAL","@","IND","W",1,"31:05",8,16,0.5,5,9,0.56,11,11,1,0,6,6,4,1,0,2,3,32,26.4,"Kobe Bryant","Regular Season"
11,"2007-11-21","LAL","@","MIL","L",1,"42:43",7,18,0.39,2,8,0.25,11,11,1,0,3,3,4,1,0,1,3,27,19.7,"Kobe Bryant","Regular Season"
12,"2007-11-23","LAL","@","BOS","L",1,"36:45",9,21,0.43,3,7,0.43,7,9,0.78,0,4,4,3,0,0,2,4,28,15.8,"Kobe Bryant","Regular Season"
13,"2007-11-25","LAL","","NJN","L",1,"40:30",7,21,0.33,2,5,0.4,15,16,0.94,0,3,3,7,4,0,2,3,31,25.3,"Kobe Bryant","Regular Season"
14,"2007-11-27","LAL","","SEA","W",1,"35:23",12,22,0.55,1,3,0.33,10,12,0.83,2,6,8,6,0,0,3,2,35,27.2,"Kobe Bryant","Regular Season"
15,"2007-11-29","LAL","","DEN","W",1,"29:51",10,18,0.56,0,3,0,4,5,0.8,3,3,6,7,1,0,2,1,24,21.5,"Kobe Bryant","Regular Season"
16,"2007-11-30","LAL","@","UTA","L",1,"34:43",10,19,0.53,3,5,0.6,5,6,0.83,1,3,4,3,0,0,2,4,28,18.4,"Kobe Bryant","Regular Season"
17,"2007-12-02","LAL","","ORL","L",1,"42:09",10,26,0.38,4,9,0.44,4,4,1,2,4,6,5,2,0,4,0,28,17.9,"Kobe Bryant","Regular Season"
18,"2007-12-04","LAL","@","MIN","W",1,"28:56",6,12,0.5,2,5,0.4,6,9,0.67,1,2,3,5,4,0,4,2,20,16.8,"Kobe Bryant","Regular Season"
19,"2007-12-05","LAL","@","DEN","W",1,"30:46",10,19,0.53,0,3,0,5,6,0.83,1,7,8,5,2,1,1,4,25,21.7,"Kobe Bryant","Regular Season"
20,"2007-12-09","LAL","","GSW","W",1,"37:45",9,23,0.39,2,6,0.33,8,10,0.8,0,6,6,8,3,1,3,2,28,22,"Kobe Bryant","Regular Season"
21,"2007-12-13","LAL","","SAS","W",1,"38:05",10,24,0.42,1,4,0.25,9,10,0.9,1,6,7,3,4,0,1,1,30,24,"Kobe Bryant","Regular Season"
22,"2007-12-14","LAL","@","GSW","L",1,"36:40",6,23,0.26,0,6,0,9,11,0.82,1,5,6,5,2,1,5,2,21,9.1,"Kobe Bryant","Regular Season"
23,"2007-12-16","LAL","","LAC","W",1,"36:19",11,22,0.5,2,6,0.33,8,9,0.89,2,6,8,3,1,1,4,2,32,22.8,"Kobe Bryant","Regular Season"
24,"2007-12-18","LAL","@","CHI","W",1,"36:23",7,19,0.37,0,3,0,4,4,1,1,5,6,2,3,1,2,2,18,12,"Kobe Bryant","Regular Season"
25,"2007-12-20","LAL","@","CLE","L",1,"40:02",8,22,0.36,0,3,0,5,8,0.62,1,4,5,5,1,0,2,2,21,11.2,"Kobe Bryant","Regular Season"
26,"2007-12-21","LAL","@","PHI","W",1,"39:11",6,20,0.3,2,5,0.4,5,5,1,2,5,7,3,2,1,4,2,19,10.3,"Kobe Bryant","Regular Season"
27,"2007-12-23","LAL","@","NYK","W",1,"41:25",14,28,0.5,5,12,0.42,6,7,0.86,2,9,11,8,2,0,2,2,39,33.5,"Kobe Bryant","Regular Season"
28,"2007-12-25","LAL","","PHO","W",1,"41:20",12,20,0.6,1,3,0.33,13,14,0.93,2,3,5,7,2,0,8,4,38,28,"Kobe Bryant","Regular Season"
29,"2007-12-28","LAL","","UTA","W",1,"29:26",11,18,0.61,6,9,0.67,3,4,0.75,0,4,4,7,4,0,5,3,31,26.3,"Kobe Bryant","Regular Season"
30,"2007-12-30","LAL","","BOS","L",1,"36:59",6,25,0.24,0,6,0,10,11,0.91,2,4,6,3,0,1,3,5,22,6.9,"Kobe Bryant","Regular Season"
